HH,EndPoint,C,E,M,V,OTH,FOLLOWUP
1032210,E1,P+,P+,,,,
1032381,E1,P+,P+,,,,
1033549,E1,,P+,,,,
1033713,E1,P+,P+,,P+,,
1034454,E3,,P+,,,,
1034460,E3,,P+,,,,
1036023,E1,P+,P+,,,,
1036140,E5,,P+,,,,
1036555,E1,P+,P+,,P+,,
1038707,E4,N-,,,,,
1038958,E1,P+,P+,,,,
1041211,E3,P+,P+,,,,
1041594,E1,P+,P+,,P+,,
1042290,E1,,P+,,,,
1045455,E1,P+,P+,,,,
1046358,E6,,N-,,,,
1047235,E1,P+,P+,,P+,,
1048675,E1,,P+,,,,
1051736,E3,,,,,P+,
1052033,E1,P+,P+,,P+,,
1052696,E6,,,,N-,,
1053125,E4,N-,,,,,
1053765,E4,N-,,,,,
1054737,E1,,,,P+,,
1056046,E6,N-,,,,,
1057374,E1,,P+,,,,
1058195,E5,,,,,P+,
1058341,E1,,P+,,,,
1058991,E5,,P+,,,,
1058998,E4,N-,,,,,
1061075,E5,P+,P+,,,,
1061222,E1,,,,P+,,
1061815,E3,P+,P+,,P+,,
1062318,E1,P+,P+,,P+,,
1064050,E1,P+,P+,,,,
1064369,E5,,P+,,,,
1064582,E5,,P+,,,,
1065511,E6,N-,,,,,
1065706,E3,,P+,,,,
1067424,E3,P+,P+,,P+,,
1067847,E3,P+,P+,,,,
1070757,E4,N-,,,,,
1071824,E1,P+,P+,,P+,,
1072484,E5,,P+,,,,
1072627,E1,P+,P+,,,,
1072834,E1,P+,P+,,P+,,
1072953,E5,,P+,,,,
1073014,E5,P+,P+,,,,
1075864,E5,,P+,,,,
1078287,E6,N-,,,,,
1079303,E3,P+,P+,,P+,,
1082540,E3,,P+,,,,
1083055,E1,,P+,,,,
1083901,E4,N-,,,,,
1083940,E1,P+,P+,,P+,,
1084807,E5,,P+,,,P+,
1086146,E1,P+,P+,,P+,,
1087232,E1,P+,P+,,,,
1088289,E3,P+,P+,,,,
1089190,E4,,N-,N-,,,No Change
1090513,E5,,P+,,,,
1090625,E4,,,,N-,,
1091947,E6,N-,,,,,
1092515,E1,P+,P+,,,,
1093128,E5,,P+,,,P+,
1095732,E3,P+,P+,,,,
1096192,E3,P+,P+,,P+,,
1097500,E5,,,,,P+,
1097778,E1,P+,P+,,,,
1098118,E1,,P+,,,,
1098328,E3,P+,P+,,,,
1098762,E1,,P+,,,,
1099277,E3,,P+,,,,
1100152,E1,P+,P+,,,,
1100161,E3,,P+,,,,
1100908,E4,N-,,,,,
1102118,E1,P+,P+,,,,
1107609,E3,P+,P+,,,,
1108589,E5,,P+,,,,
1110543,E6,N-,,,,,
1111454,E1,,P+,,,,
1113035,E6,,,N-,,,No Change
1113102,E4,N-,,,,,
1114426,E5,,P+,,,,
1114478,E1,,P+,,,,
1115067,E5,,P+,,,,
1118445,E5,,P+,,,,
1120314,E3,P+,P+,,,,
1120349,E1,,P+,,,,
1120691,E4,N-,,,,,
1121301,E4,N-,,,,,
1121344,E1,,P+,,,,
1124589,E1,P+,P+,,P+,,
1126013,E3,P+,P+,,P+,,
1127314,E1,P+,P+,,,,
1127848,E1,P+,P+,,,,
1127886,E1,P+,P+,,P+,,
1127938,E5,,P+,,,,
1129939,E4,,,N-,,,More
1131825,E4,N-,,,,,
1133451,E1,,P+,,,,
1135199,E5,,P+,,,,
1135244,E3,,P+,,,,
1136005,E5,,P+,,,,
1137695,E3,P+,P+,,,,
1139579,E3,,P+,,,,
1140262,E1,,P+,,,,
1140694,E6,N-,,,,,
1141434,E1,P+,P+,,P+,,
1141565,E1,,P+,,,,
1142741,E1,P+,P+,,P+,,
1143438,E1,,P+,,,,
1145647,E3,,P+,,,,
1146608,E3,,P+,,,,
1146912,E5,,P+,,,,
1147189,E3,,P+,,,,
1147594,E5,,,,,P+,
1150422,E3,,P+,,,,
1150576,E5,,P+,,,,
1153696,E3,P+,P+,,,,
1154069,E4,,,N-,,,Less
1156534,E1,P+,P+,,,,
1157598,E3,,P+,,,,
1159049,E3,,P+,,,,
1164513,E5,,P+,,,,
1165989,E4,N-,,,,,
1166997,E3,,P+,,,,
1169059,E1,P+,P+,,P+,,
1170926,E4,,,N-,,,
1172723,E1,,P+,,,,
1173390,E1,,P+,,,,
1173815,E1,P+,P+,,P+,,
1175780,E5,,P+,,,,
1177338,E5,,,,,P+,
1177724,E6,,,,N-,,
1177971,E4,N-,,,,,
1178331,E3,,P+,,,,
1179099,E6,N-,,,,,
1186964,E4,,,,N-,,
1187388,E4,N-,,,,,
1188010,E1,,P+,,,,
1188384,E5,,P+,,,,
1189140,E1,P+,P+,,,,
1192606,E4,,,,N-,,
1193202,E3,,P+,,,,
1196169,E6,,N-,,,,
1196588,E3,P+,P+,,,,
1197896,E4,N-,,,,,
1200063,E4,N-,,,N-,,
1200192,E1,,P+,,,,
1200321,E1,P+,P+,,P+,P+,
1200536,E6,,,N-,,,No Change
1200701,E4,,,N-,,,No Change
1200790,E1,,P+,,,,
1201127,E1,P+,P+,,P+,,
1201334,E5,,P+,,,,
1201857,E5,,P+,,,,
1203785,E5,,,P+,,,
1204710,E1,,P+,,,,
1212768,E1,,P+,,,,
1213204,E5,,P+,,,,
1213800,E4,,,,N-,,
1215466,E1,P+,P+,,P+,,
1217898,E3,P+,P+,,P+,,
1224017,E3,P+,P+,,P+,,
1224449,E4,,,N-,,,
1226319,E1,P+,P+,,,,
1226678,E6,N-,,,,,
1230521,E4,,N-,,,,
1230733,E3,,P+,,,,
1230819,E1,,P+,,,,
1231332,E3,P+,P+,,P+,,
1231364,E4,N-,,,,,
1231754,E6,,,N-,,,No Change
1232788,E3,P+,P+,,,,
1234849,E4,N-,,,,,
1234980,E1,,P+,,,,
1235983,E1,P+,P+,,,,
1237494,E1,P+,P+,,,,
1237989,E6,N-,,,,,
1238320,E4,N-,,,,,
1241069,E1,P+,P+,,P+,,
1245839,E5,,P+,,,,
1245975,E1,,P+,,,,
1246851,E5,,P+,P+,,,
1247321,E4,N-,,,N-,,
1250007,E5,,P+,,,,
1251707,E3,,P+,,,,
1253075,E5,,P+,,,,
1253566,E3,,P+,,,,
1254142,E1,P+,P+,,P+,P+,
1255898,E3,P+,P+,,P+,,
1259282,E6,,,N-,N-,,No Change
1262595,E1,,P+,,,,
1264462,E3,,P+,,,,
1265724,E3,P+,P+,,P+,,
1269669,E4,N-,,,,,
1271083,E1,,P+,,,,
1275442,E3,P+,P+,,P+,,
1275965,E1,P+,P+,,,,
1277715,E1,,P+,,,,
1277977,E1,P+,P+,,P+,,
1280031,E1,P+,P+,,P+,,
1280772,E5,,P+,P+,,,
1281074,E1,P+,P+,,,,
1283348,E1,P+,P+,,,,
1285662,E4,,,,N-,,
1287751,E4,,,N-,,,
1289863,E5,,P+,,,,
1290765,E4,N-,,,,,
1293484,E3,,P+,,,,
1295432,E3,,P+,,,,
1299394,E6,N-,,,,,
1300708,E4,N-,,,,,
1300953,E5,,P+,,,,
1300957,E1,,P+,,,,
1301255,E4,,,,N-,,
1301752,E3,P+,P+,,,,
1301863,E6,N-,,,,,
1308892,E6,N-,,,,,
1309646,E3,P+,P+,,P+,,
1310882,E1,P+,P+,,,,
1311509,E6,,,N-,,,
1313325,E4,,,N-,,,
1315942,E4,N-,,,N-,,
1316028,E6,N-,,,,,
1317514,E1,,P+,,,,
1319495,E1,P+,P+,,,,
1320402,E4,N-,,,,,
1320523,E3,,P+,,,,
1320791,E6,N-,,N-,,,More
1321969,E4,N-,,,,,
1322101,E3,P+,P+,,,,
1322666,E6,N-,,,,,
1323383,E1,P+,P+,,P+,,
1324255,E5,,,,,P+,
1325090,E3,,P+,,P+,,
1325869,E4,N-,,,,,
1326107,E3,,P+,,P+,,
1327301,E1,P+,P+,,P+,,
1327897,E3,P+,P+,,P+,,
1330128,E4,N-,,,,,
1331523,E4,N-,,,N-,,
1332917,E2,,,N-,,,More
1334409,E4,N-,,,,,
1336158,E1,,P+,,,,
1337062,E4,N-,,,,,
1338065,E6,,,N-,,,
1338097,E5,,P+,,,,
1341302,E1,,P+,,,,
1341365,E1,P+,P+,,,,
1343691,E5,P+,P+,,,,
1346969,E5,,P+,,,,
1347057,E1,,P+,,,,
1348171,E1,,P+,,,,
1349590,E1,P+,P+,,P+,,
1350091,E4,N-,,,N-,,
1350686,E6,,N-,,,,
1353959,E4,N-,,,,,
1355531,E5,,P+,,,,
1356832,E4,,N-,,,,
1356956,E1,P+,P+,,P+,,
1359032,E5,,P+,,,,
1360277,E3,,P+,,,,
1361682,E5,,P+,,,,
1361863,E4,,,,N-,,
1364083,E1,P+,P+,,,,
1364163,E4,,,N-,,,
1364181,E4,,,N-,,,No Change
1364472,E6,,,N-,,,No Change
1364568,E1,P+,P+,,,,
1365107,E1,,P+,,,,
1365587,E4,N-,,,,,
1366702,E5,,P+,,,,
1370122,E2,N-,,,,,
1374911,E3,,P+,,P+,,
1375920,E3,,P+,,,,
1376740,E4,N-,,,,,
1377221,E1,,P+,,,,
1377363,E5,,P+,,,,
1377485,E1,P+,P+,,,,
1377648,E6,,,,,N-,
1378553,E3,,P+,,,,
1379039,E4,N-,,,N-,,
1379389,E1,,P+,,,,
1380238,E4,,,N-,,,More
1380343,E1,P+,P+,,P+,,
1380571,E6,N-,,,,,
1380632,E1,P+,P+,,,,
1381018,E3,P+,P+,,P+,,
1381080,E4,N-,,,,,
1381376,E1,P+,P+,,P+,P+,
1381485,E3,,P+,,P+,,
1381766,E3,,P+,,,,
1383398,E1,,P+,,,,
1383861,E4,,,N-,,,No Change
1387124,E1,P+,P+,,,,
1387296,E1,,P+,,,,
1388610,E6,N-,,,N-,,
1388638,E3,,P+,,,,
1388768,E5,,P+,,,,
1389049,E4,N-,,,,,
1389177,E5,,P+,,,,
1389277,E3,P+,P+,,,,
1389885,E4,N-,,,N-,,
1390012,E3,,P+,,,,
1390212,E3,,P+,,,P+,
1391073,E1,,P+,,,,
1391737,E5,,P+,,,P+,
1391844,E5,,P+,,,P+,
1391851,E1,P+,P+,,P+,,
1392568,E1,P+,P+,,,,
1392857,E4,N-,,,,,
1394031,E5,,P+,,,,
1394341,E1,P+,P+,,,,
1395056,E3,P+,P+,,P+,,
1398167,E3,P+,P+,,P+,,
1398793,E1,,P+,,,,
1401014,E4,N-,,,,,
1401224,E1,P+,P+,,P+,P+,
1402048,E4,N-,,,,,
1402353,E4,N-,,,,,
1406802,E1,P+,P+,,,,
1410572,E1,P+,P+,,P+,,
1419272,E4,,,,,N-,
1422806,E4,,,,N-,,
1423075,E1,,P+,,,,
1427475,E1,P+,P+,,,,
1429965,E3,P+,,,,,
1431211,E4,N-,,,,,
1432899,E6,N-,,,,,
1435618,E6,N-,,,,,
1435834,E1,P+,P+,,,,
1441477,E5,,P+,,,,
1442928,E2,N-,,,,,
1444683,E5,P+,P+,,,,
1449753,E1,P+,P+,,P+,,
1451544,E6,,N-,N-,,,No Change
1451549,E4,N-,,,,,
1452298,E5,,,,,P+,
1452588,E6,N-,,,,,
1453894,E1,,P+,,,,
1455423,E4,N-,,,,,
1455456,E1,P+,P+,,P+,,
1455906,E1,,P+,,,,
1456319,E3,P+,P+,,P+,,
1459435,E3,P+,P+,,,,
1459846,E1,P+,P+,,,,
1462867,E3,,P+,,,,
1463127,E4,,,,,N-,
1464408,E1,P+,P+,,,,
1467314,E4,N-,,,,,
1468495,E5,,P+,,,,
1469004,E1,P+,P+,,P+,,
1469174,E1,,P+,,,,
1470494,E1,,P+,,,,
1471114,E3,P+,P+,,,,
1471397,E5,,P+,,,,
1471606,E1,P+,P+,,,,
1471768,E1,P+,P+,,,,
1472925,E1,P+,,,,,
1474256,E1,P+,P+,,P+,,
1474424,E2,,,,,N-,
1476534,E1,P+,P+,,,,
1476952,E1,,P+,,,,
1477233,E1,P+,P+,,,,
1477690,E2,N-,,,,,
1479388,E4,N-,,,,,
1480149,E3,P+,,,,,
1481318,E5,,P+,,,,
1481553,E1,,P+,,,,
1482440,E4,N-,,,,,
1487677,E4,N-,,,N-,,
1491498,E5,,P+,,,,
1492020,E1,,P+,,P+,,
1492144,E4,N-,,,,,
1492664,E5,,P+,,,,
1494696,E6,N-,,,,,
1494979,E4,N-,,,,,
1496694,E6,N-,,,,,
1497802,E1,P+,P+,,,,
1498049,E6,N-,,,,,
1498525,E4,N-,,,,,
1500309,E1,P+,P+,,P+,,
1501736,E6,N-,,,,,
1509309,E1,P+,P+,,,,
1510062,E1,P+,P+,,,,
1510166,E2,,,N-,,,
1520494,E6,N-,,,,,
1521383,E1,P+,P+,,P+,,
1522760,E5,,P+,,,,
1525782,E1,,P+,,,,
1525973,E4,N-,,,,,
1526935,E1,P+,P+,,P+,,
1527915,E1,,P+,,,,
1529542,E5,,P+,,,,
1532650,E1,,P+,,,,
1535159,E1,P+,P+,,P+,,
1535310,E1,P+,P+,,,,
1536911,E3,,P+,,,,
1538444,E1,P+,P+,,,,
1538988,E6,,,N-,,,No Change
1539018,E3,,P+,,,,
1539604,E5,,P+,,,,
1540267,E3,,P+,,,,
1541612,E4,N-,,,,,
1543308,E1,,P+,,,,
1543928,E6,,,N-,,,Less
1545446,E6,N-,,,,,
1548456,E1,P+,P+,,,,
1549101,E4,N-,,,,,
1557157,E1,P+,P+,,P+,,
1557818,E1,P+,P+,,P+,,
1558376,E3,,P+,,,,
1558859,E2,N-,,,,,
1562579,E1,,P+,,,,
1562655,E3,,P+,,,,
1562740,E5,,P+,,,,
1566461,E1,P+,P+,,P+,,
1566513,E1,P+,P+,,P+,,
1567359,E1,P+,P+,,,,
1569726,E5,,P+,,,,
1573007,E3,P+,P+,,P+,,
1573159,E6,,,N-,,,More
1575969,E5,,P+,,,,
1577134,E4,N-,,,,,
1577836,E5,,P+,,,,
1578375,E3,,P+,,,,
1580159,E5,,P+,,,,
1585412,E5,,P+,,,,
1590266,E6,N-,,,,,
1592899,E4,N-,,,,,
1593223,E1,,P+,,,,
1596071,E3,P+,P+,,,,
1596438,E4,,,,N-,,
1596826,E5,,,,,P+,
1597062,E1,,P+,,,,
1597062,E5,,P+,P+,,,
1597654,E4,N-,,,,,
1597927,E5,,P+,,,,
1599967,E3,,P+,,,,
1601765,E1,P+,P+,,,,
1604374,E3,,P+,,,,
1608383,E3,,P+,,,,
1612492,E3,P+,P+,,,,
1613449,E2,N-,,N-,,,
1618500,E3,,P+,,,,
1619053,E3,,P+,,,,
1620640,E5,,P+,,,,
1621659,E3,P+,P+,,,,
1622736,E1,P+,P+,,,,
1623922,E6,,N-,,,,
1625323,E5,,P+,,,,
1625423,E1,P+,P+,,,,
1625423,E1,,P+,,,,
1627957,E5,,P+,,,,
1632960,E6,,,,N-,,
1633277,E2,N-,,,,,
1634621,E1,,P+,,,,
1635674,E6,N-,,,,,
1636034,E4,,,N-,,,More
1639158,E1,P+,P+,,P+,,
1641488,E2,,,N-,,,No Change
1644611,E1,P+,P+,,,,
1648387,E1,P+,P+,,,,
1649044,E5,,P+,,,,
1652275,E1,P+,P+,,P+,,
1652984,E4,N-,,,,,
1653907,E5,,P+,P+,,,
1656585,E3,,P+,,,,
1661056,E1,,P+,,,,
1661177,E1,,P+,,,,
1664695,E3,,P+,,,,
1666015,E1,P+,P+,,,,
1666081,E6,,,N-,N-,,More
1667719,E4,N-,,,,,
1671173,E4,,,,N-,,
1671855,E1,,P+,,P+,,
1672178,E4,N-,,,,,
1675323,E1,P+,P+,,,,
1676775,E4,N-,,,,,
1678117,E1,P+,P+,,,,
1680224,E1,P+,P+,,,,
1680984,E5,,P+,,,,
1681336,E4,N-,,,,,
1681648,E5,,P+,,,,
1684150,E1,,P+,,,,
1684328,E6,,,,N-,,
1689211,E1,P+,P+,,P+,,
1690757,E1,P+,P+,,,,
1692525,E3,,P+,,,,
1693439,E6,,,N-,,,
1694249,E5,,P+,,,,
1699557,E3,,P+,,,,
1700117,E1,P+,P+,,,,
1700389,E1,P+,P+,,P+,,
1700447,E6,N-,,,,,
1700831,E4,,,,N-,,
1700998,E4,N-,,,,,
1701703,E3,P+,P+,,,,
1707111,E3,,P+,,P+,,
1707631,E1,P+,P+,,,,
1709829,E6,N-,,,,,
1710620,E4,N-,,,,,
1710964,E1,P+,P+,,,,
1711379,E1,P+,P+,,P+,,
1711699,E3,,P+,,,,
1711849,E4,,,,N-,,
1712271,E1,P+,P+,,,,
1714336,E1,,P+,,,,
1714435,E4,,,N-,,,
1717303,E3,,P+,,,,
1721313,E1,P+,P+,,P+,,
1723132,E4,N-,,,,,
1723651,E3,,P+,,,,
1724495,E1,P+,P+,,P+,,
1724525,E1,P+,P+,,P+,,
1724788,E3,P+,P+,,P+,,
1725681,E1,P+,P+,,,,
1726720,E2,,,,N-,,
1727792,E1,P+,P+,,,,
1728264,E6,,,N-,,,No Change
1729478,E1,P+,P+,,P+,,
1730829,E1,,P+,,,,
1732061,E3,,P+,,,,
1736482,E1,P+,P+,,,,
1737823,E3,,P+,,,,
1738415,E1,P+,P+,,,,
1740795,E3,,P+,,,,
1741100,E4,N-,,,,,
1742854,E1,P+,P+,,,,
1743974,E5,,P+,,,,
1744712,E4,N-,,,,,
1746123,E3,,P+,,,,
1747887,E1,P+,P+,,P+,,
1749078,E3,,P+,,,,
1749524,E5,,P+,,,,
1749636,E1,,P+,,,,
1753391,E3,P+,P+,,P+,,
1754788,E3,P+,P+,,,,
1755259,E6,,N-,,,,
1755896,E1,P+,P+,,,,
1756397,E5,,P+,,,,
1756926,E1,,P+,,P+,,
1756957,E4,N-,,N-,,,More
1759092,E1,P+,P+,,,,
1759922,E1,,P+,,P+,,
1761665,E3,,P+,,,,
1762884,E1,,P+,,,,
1763037,E3,,P+,,,,
1763128,E1,P+,P+,,,,
1764914,E5,,P+,,,,
1766926,E5,,P+,,,,
1768810,E5,,P+,,,,
1769550,E1,P+,P+,,P+,,
1769811,E1,,P+,,,,
1770845,E6,,,,,N-,
1772394,E4,,N-,,,,
1774346,E5,,P+,,,,
1776459,E1,P+,P+,,,,
1777441,E4,,,,N-,,
1777771,E4,N-,,,N-,,
1779590,E4,N-,,,,,
1780169,E5,,P+,,,,
1781142,E1,P+,P+,,,,
1781508,E3,,P+,,,,
1782829,E1,,P+,,,,
1782971,E5,,P+,,,,
1783299,E5,,P+,,,,
1783707,E6,N-,,N-,,,No Change
1784075,E3,,P+,,,,
1784857,E6,,N-,,,,
1785276,E4,N-,,,,,
1786783,E3,P+,P+,,,,
1787187,E1,P+,P+,,P+,,
1787324,E2,,,,N-,,
1787429,E1,P+,P+,,,,
1789551,E1,,P+,,,,
1790584,E3,,P+,,,,
1790639,E1,P+,P+,,P+,,
1791688,E4,,,,N-,,
1792820,E5,,P+,,,,
1793080,E5,,P+,,,,
1793535,E3,P+,P+,,,,
1793552,E4,,,N-,,,More
1793963,E1,P+,P+,,P+,,
1797076,E1,P+,P+,,P+,,
1798667,E1,P+,P+,,,,
1798738,E6,,,,,N-,
1799636,E6,N-,,,,,
1799884,E1,P+,P+,,,,
1801118,E1,P+,P+,,,,
1801212,E2,N-,,,,,
1801642,E3,,P+,,,,
1803266,E4,N-,,,,,
1804529,E6,,,N-,,,No Change
1807904,E5,,P+,,,,
1808679,E1,P+,P+,,,,
1808682,E5,,P+,,,,
1809554,E1,P+,P+,,,,
1813109,E5,,P+,,,,
1814026,E1,,P+,,,,
1816498,E6,,,N-,,,No Change
1816901,E6,,,N-,,,
1817317,E4,N-,,,,,
1817696,E6,N-,,N-,,,
1819028,E6,N-,,,,,
1819428,E6,,,,,N-,
1820011,E5,,P+,,,,
1826324,E4,,,N-,,,No Change
1827347,E1,,P+,,,,
1828364,E4,N-,,,,,
1830584,E1,,P+,,,,
1830902,E3,P+,P+,,P+,,
1834373,E3,P+,P+,,,,
1835977,E5,,P+,,,,
1837663,E1,P+,P+,,,,
1839105,E1,P+,P+,,,,
1839290,E1,,P+,,,,
1840502,E4,,,N-,,,
1840581,E5,,P+,,,,
1842493,E4,,,,N-,,
1843655,E5,,P+,,,,
1844484,E6,N-,,,,,
1844543,E3,,P+,,P+,,
1847256,E3,,P+,,,,
1847284,E1,P+,P+,,,,
1847397,E1,,P+,,,,
1848417,E2,N-,,,,,
1848750,E1,,P+,,,,
1852552,E6,N-,,,,,
1856211,E3,,P+,,,,
1856292,E1,,P+,,P+,,
1856659,E1,P+,P+,,,,
1857315,E4,,,N-,,,
1857887,E1,,P+,,P+,,
1858075,E5,,P+,,,,
1859393,E4,N-,,,,,
1859697,E3,,P+,,,,
1860124,E1,P+,P+,,P+,,
1860143,E6,N-,,N-,,,
1860343,E2,N-,,,,,
1860818,E1,P+,P+,,P+,,
1861025,E1,,P+,,,,
1861556,E1,P+,P+,,P+,,
1861913,E3,,P+,,,,
1862397,E4,N-,,,,,
1862598,E5,,P+,,,,
1863242,E3,,P+,,P+,,
1865560,E4,N-,,N-,,,No Change
1866044,E5,,,P+,,,
1866912,E3,,P+,,P+,,
1867269,E5,,P+,,,,
1867413,E1,P+,P+,,,,
1867917,E1,P+,P+,,P+,,
1868823,E5,,P+,,,,
1869612,E1,,P+,,,,
1869685,E6,N-,,,,,
1869686,E5,,P+,,,,
1870045,E2,N-,,,,,
1870054,E1,P+,P+,,,,
1870574,E1,,P+,,,,
1871135,E5,,P+,,,,
1872480,E5,,P+,,,,
1872589,E5,,,,,P+,
1873105,E5,,P+,P+,,,
1873624,E6,N-,,,,,
1874359,E4,N-,,,,,
1875399,E4,N-,,,,,
1875435,E6,,,,N-,,
1876513,E6,N-,,,,,
1876650,E3,,P+,,,,
1876822,E5,,P+,,,,
1877243,E1,P+,P+,,,,
1877704,E4,N-,,,,,
1878990,E2,N-,,,,,
1879882,E4,,,,N-,,
1883312,E5,,P+,,,,
1883697,E1,P+,P+,,,,
1884274,E4,,,,,N-,
1884563,E5,,P+,,,,
1885670,E3,P+,P+,,,,
1885699,E4,N-,,,,,
1886216,E4,N-,,,,,
1886555,E1,P+,P+,,P+,,
1887638,E1,P+,P+,,P+,,
1887641,E2,N-,,,,,
1889744,E1,,P+,,,,
1890832,E4,N-,,,,,
1891606,E2,N-,,,,,
1891735,E5,,P+,,,,
1892035,E2,,,,,N-,
1892051,E1,,P+,,,,
1892281,E5,,P+,,,,
1892409,E5,,P+,,,P+,
1892980,E3,,P+,,,,
1893374,E1,P+,P+,,P+,,
1893516,E1,,P+,,,,
1896058,E5,,P+,,,,
1902281,E1,P+,P+,,P+,,
1904006,E4,N-,,,,,
1907911,E3,P+,P+,,,,
1908009,E5,,P+,,,,
1909651,E1,P+,,,,,
1910957,E3,,P+,,P+,,
1911344,E3,,P+,,,,
1911375,E2,,,N-,,,
1912423,E3,,P+,,,,
1914517,E4,,,N-,,,
1914785,E1,P+,P+,,P+,,
1915006,E4,N-,,,,,
1918903,E2,,,,N-,,
1919393,E4,,,N-,,,
1922041,E3,P+,P+,,,,
1923288,E3,P+,P+,,,,
1925690,E3,,P+,,P+,,
1927751,E1,P+,P+,,P+,,
1928356,E6,,,N-,,,No Change
1930670,E3,,P+,,,,
1930890,E3,,P+,,,,
1931997,E1,,P+,,,,
1933269,E1,,P+,,P+,,
1934448,E4,,,,,N-,
1934729,E1,,P+,,,,
1936170,E1,P+,P+,,P+,,
1938618,E6,N-,,,,,
1939024,E4,N-,,,,,
1939673,E3,P+,P+,,P+,,
1940249,E6,,,,,N-,
1946543,E1,,P+,,,,
1948338,E4,,N-,,,,
1948448,E5,,P+,,,,
1952945,E4,N-,,,,,
1953514,E2,N-,,,,,
1954546,E1,,P+,,,,
1954865,E6,,,N-,,,No Change
1955084,E4,N-,,,,,
1956488,E6,,,N-,,,
1956574,E1,,P+,,,,
1959822,E1,P+,P+,,,,
1961562,E5,,P+,,,,
1962186,E3,,P+,,,,
1963220,E3,,P+,,,,
1966493,E3,,P+,,,,
1966556,E1,,P+,,,,
1966922,E3,,P+,,,,
1967536,E6,,,N-,,,No Change
1967945,E5,,P+,,,,
1967963,E3,,P+,,,,
1967972,E5,,P+,,,,
1967980,E1,P+,P+,,P+,,
1971759,E1,P+,P+,,,,
1973175,E5,,P+,,,,
1976205,E6,,,N-,,,No Change
1976305,E3,,P+,,,,
1978068,E4,N-,,N-,,,More
1979291,E1,,P+,,,P+,
1979650,E6,N-,,,,,
1980504,E6,N-,,,,,
1980677,E5,,P+,,,,
1981407,E3,,P+,,,,
1981439,E1,,P+,,,,
1983229,E1,,P+,,,,
1983813,E3,P+,P+,,P+,,
1984822,E1,P+,P+,,,,
1985805,E1,P+,P+,,P+,,
1985990,E2,N-,,,,,
1989362,E1,P+,P+,,P+,,
1990224,E3,,P+,,P+,,
1990328,E1,P+,P+,,P+,,
1991666,E6,,,N-,,,More
1993570,E1,P+,P+,,,,
1994756,E4,N-,,,,,
1995029,E4,N-,,,,,
1995794,E2,N-,,,,,
1998014,E3,,P+,,,,
2000344,E1,P+,P+,,P+,,
2000373,E6,N-,,,,,
2000377,E4,N-,,,,,
2000469,E5,,P+,,,,
2000817,E3,,P+,,,,
2000993,E5,,P+,,,,
2001091,E1,,P+,,,,
2001722,E1,P+,P+,,,,
2001769,E5,,P+,,,,
2001838,E4,N-,,,,,
2001987,E5,,P+,,,,
2002343,E3,,P+,,P+,,
2002377,E4,,,,N-,,
2002534,E5,,P+,,,,
2002572,E1,,P+,,,,
2002628,E1,,P+,,,,
2002696,E1,P+,P+,,,,
2003848,E5,,P+,,,,
2004211,E1,P+,P+,,,P+,
2004481,E3,P+,P+,,,,
2004627,E4,,,N-,,,No Change
2004796,E5,,P+,,,,
2005077,E5,,P+,,,,
2005261,E5,,P+,,,,
2005276,E3,,P+,,,,
2005536,E1,,P+,,,,
2005966,E4,N-,,,,,
2007096,E5,,P+,,,,
2007322,E6,N-,,N-,,,More
2008878,E5,,P+,,,,
2009929,E4,N-,,,,,
2010493,E3,,P+,,,,
2011387,E1,,P+,,,,
2011713,E1,P+,P+,,,,
2011800,E5,,P+,,,,
2012083,E4,N-,,,,,
2012957,E3,,P+,,,,
2015962,E6,N-,,,,,
2018172,E4,,,N-,,,No Change
2019901,E1,P+,P+,,,,
2020219,E1,P+,P+,,,,
2020828,E4,,,N-,,,
2021010,E1,P+,P+,,P+,,
2021062,E5,,P+,,,,
2022687,E3,P+,P+,,,,
2023281,E3,,P+,,P+,,
2023841,E5,,P+,,,,
2024870,E4,N-,,N-,,,No Change
2026931,E4,N-,,,,,
2026932,E3,,P+,,,,
2027055,E4,N-,,,,,
2027174,E1,,,,P+,,
2029132,E5,,P+,P+,,,
2030333,E1,P+,P+,,P+,,
2030526,E1,P+,P+,,,,
2030956,E5,,P+,,,,
2030985,E4,,,,N-,,
2032083,E4,,,N-,,,Less
2032168,E1,,P+,,,,
2032360,E1,,P+,,,,
2034228,E1,,P+,,,,
2035576,E5,,P+,,,,
2037431,E3,,P+,,,,
2037469,E4,,,,N-,,
2037939,E3,,P+,,,,
2039588,E6,N-,,,,,
2040601,E5,,P+,,,,
2041338,E5,,P+,,,,
2043341,E1,P+,P+,,,,
2044115,E4,,,N-,,,
2044286,E5,,P+,,,,
2049499,E5,,P+,,,,
2049528,E3,P+,P+,,,,
2052836,E5,,P+,,,,
2054039,E5,,P+,,,P+,
2054734,E5,,P+,,,,
2055013,E1,,P+,,,,
2055235,E4,N-,,,,,
2055605,E1,P+,P+,,,,
2057842,E5,,P+,,,,
2058684,E3,,P+,,,,
2059838,E1,,P+,,,,
2060626,E1,P+,P+,,,,
2061621,E2,N-,,,,,
2062674,E1,P+,P+,,,,
2063750,E1,P+,P+,,,,
2064767,E1,,P+,,,,
2065400,E1,P+,P+,,P+,,
2065805,E6,,,,N-,,
2068006,E4,,,,N-,,
2069373,E1,,P+,,,,
2070199,E3,,P+,,,,
2070941,E1,P+,P+,,,,
2071254,E4,N-,,,,,
2071362,E2,,,,N-,,
